转债代码,低点日期,反弹日期,时长,击穿次数,最大收益
123045.SZ,2021-11-17 09:45:00,2021-11-17 09:45:00,0 days 00:00:00,4,13.245546088303639
123045.SZ,2021-11-18 10:30:00,2021-11-18 10:30:00,0 days 00:00:00,2,10.66761870760442
123045.SZ,2021-11-18 14:15:00,2021-11-19 09:45:00,0 days 19:30:00,2,6.147118625184533
123045.SZ,2021-11-22 09:45:00,2021-11-22 10:15:00,0 days 00:30:00,2,1.8478072456231454
123045.SZ,2021-11-26 10:00:00,2021-11-26 10:30:00,0 days 00:30:00,3,2.682815323323884
123045.SZ,2021-11-30 14:15:00,2021-12-01 10:00:00,0 days 19:45:00,2,2.1676300578034713
123046.SZ,2021-09-27 09:45:00,2021-09-27 10:00:00,0 days 00:15:00,4,14.837394956570282
123046.SZ,2021-10-12 13:45:00,2021-10-12 14:45:00,0 days 01:00:00,2,4.201729865796366
123046.SZ,2021-10-25 10:30:00,2021-10-26 10:00:00,0 days 23:30:00,2,3.533502252252241
123046.SZ,2021-11-04 15:00:00,2021-11-05 09:45:00,0 days 18:45:00,2,3.2637885347521323
123048.SZ,2021-11-03 09:45:00,2021-11-03 10:00:00,0 days 00:15:00,3,6.711798839458405
123048.SZ,2021-11-03 10:15:00,2021-11-03 10:15:00,0 days 00:00:00,2,6.838208148452551
123048.SZ,2021-11-03 11:00:00,2021-11-03 11:15:00,0 days 00:15:00,2,3.7107596036850543
123048.SZ,2021-11-03 14:30:00,2021-11-03 14:45:00,0 days 00:15:00,3,2.716527219228615
123048.SZ,2021-11-04 13:15:00,2021-11-04 13:15:00,0 days 00:00:00,2,4.042293906810035
123048.SZ,2021-11-05 09:45:00,2021-11-05 10:30:00,0 days 00:45:00,2,3.3576642335766405
123048.SZ,2021-11-08 10:00:00,2021-11-08 14:30:00,0 days 04:30:00,2,3.04238833181405
123048.SZ,2021-11-12 11:30:00,2021-11-12 11:30:00,0 days 00:00:00,2,4.853445270741341
123048.SZ,2021-11-12 13:15:00,2021-11-12 13:15:00,0 days 00:00:00,2,1.8899432371997094
123048.SZ,2021-11-15 10:00:00,2021-11-15 10:00:00,0 days 00:00:00,2,3.1194359376112812
123048.SZ,2021-11-16 09:45:00,2021-11-16 10:15:00,0 days 00:30:00,3,3.3274205469327356
123048.SZ,2021-11-19 15:00:00,2021-11-22 09:45:00,2 days 18:45:00,2,1.4001473839351464
123048.SZ,2021-11-23 11:15:00,2021-11-23 11:15:00,0 days 00:00:00,2,5.152020898338283
123048.SZ,2021-11-24 13:15:00,2021-11-25 09:45:00,0 days 20:30:00,2,1.651990393712266
123048.SZ,2021-11-29 09:45:00,2021-11-29 10:00:00,0 days 00:15:00,2,2.4852071005917242
123048.SZ,2021-12-01 10:45:00,2021-12-02 10:00:00,0 days 23:15:00,2,4.925769203184394
123053.SZ,2021-11-11 09:45:00,2021-11-11 10:15:00,0 days 00:30:00,2,7.609573662886482
123053.SZ,2021-11-23 14:30:00,2021-11-24 10:15:00,0 days 19:45:00,3,4.39382139148492
123053.SZ,2021-11-29 09:45:00,2021-11-30 09:45:00,1 days 00:00:00,5,7.2029039542458095
123053.SZ,2021-11-30 14:15:00,2021-12-01 10:00:00,0 days 19:45:00,2,2.3969780219780246
123054.SZ,2021-06-25 09:45:00,2021-06-25 10:00:00,0 days 00:15:00,2,9.478760127640884
123054.SZ,2021-06-25 15:00:00,2021-06-28 09:45:00,2 days 18:45:00,2,4.705025491624171
123054.SZ,2021-07-02 11:15:00,2021-07-02 13:15:00,0 days 02:00:00,3,7.3291925465838625
123054.SZ,2021-07-02 13:30:00,2021-07-02 13:30:00,0 days 00:00:00,2,7.510502047679579
123054.SZ,2021-07-02 14:45:00,2021-07-05 09:45:00,2 days 19:00:00,2,3.5178807947019886
123054.SZ,2021-07-07 09:45:00,2021-07-07 13:30:00,0 days 03:45:00,2,5.527052238805963
123054.SZ,2021-07-28 10:00:00,2021-07-30 10:15:00,2 days 00:15:00,7,17.216229468006873
123054.SZ,2021-08-11 10:00:00,2021-08-12 10:00:00,1 days 00:00:00,2,4.33644426073776
123054.SZ,2021-08-17 11:30:00,2021-08-17 13:15:00,0 days 01:45:00,2,5.064247921390774
123054.SZ,2021-08-18 11:30:00,2021-08-18 13:45:00,0 days 02:15:00,2,2.8366083033871226
123054.SZ,2021-08-19 09:45:00,2021-08-19 09:45:00,0 days 00:00:00,2,7.443609022556386
123054.SZ,2021-08-20 09:45:00,2021-08-20 10:00:00,0 days 00:15:00,2,2.6537905862672018
123054.SZ,2021-09-02 09:45:00,2021-09-02 13:45:00,0 days 04:00:00,2,1.8578200535052103
123054.SZ,2021-09-03 13:30:00,2021-09-03 13:30:00,0 days 00:00:00,2,7.616149105848247
123054.SZ,2021-09-09 15:00:00,2021-09-10 11:00:00,0 days 20:00:00,2,5.491044776119414
123054.SZ,2021-09-14 09:45:00,2021-09-14 09:45:00,0 days 00:00:00,3,15.072463768115952
123054.SZ,2021-09-14 13:45:00,2021-09-14 14:00:00,0 days 00:15:00,2,2.656646338172597
123054.SZ,2021-09-16 14:00:00,2021-09-16 14:15:00,0 days 00:15:00,2,5.081714732009246
123054.SZ,2021-09-22 09:45:00,2021-09-22 14:00:00,0 days 04:15:00,2,3.5431818181818064
123054.SZ,2021-09-24 09:45:00,2021-09-24 09:45:00,0 days 00:00:00,2,14.18681249519227
123054.SZ,2021-09-24 10:45:00,2021-09-24 11:30:00,0 days 00:45:00,2,4.730875361547904
123054.SZ,2021-09-27 09:45:00,2021-09-27 09:45:00,0 days 00:00:00,3,10.002558199027867
123054.SZ,2021-09-27 10:00:00,2021-09-27 10:00:00,0 days 00:00:00,2,5.064362082147822
123054.SZ,2021-09-27 11:00:00,2021-09-27 11:30:00,0 days 00:30:00,2,3.6201595236392548
123054.SZ,2021-09-28 09:45:00,2021-09-28 10:00:00,0 days 00:15:00,3,6.170242295414874
123054.SZ,2021-09-29 15:00:00,2021-09-30 09:45:00,0 days 18:45:00,2,6.249855398829296
123054.SZ,2021-10-08 09:45:00,2021-10-08 10:00:00,0 days 00:15:00,2,2.601310176721494
123054.SZ,2021-10-12 13:45:00,2021-10-13 09:45:00,0 days 20:00:00,2,3.9908360895436035
123054.SZ,2021-10-21 14:45:00,2021-10-22 09:45:00,0 days 19:00:00,2,4.164312990035501
123054.SZ,2021-10-22 14:30:00,2021-10-22 14:45:00,0 days 00:15:00,2,1.8485802993512435
123054.SZ,2021-10-28 10:15:00,2021-10-28 10:30:00,0 days 00:15:00,2,6.152140995020217
123054.SZ,2021-11-02 13:30:00,2021-11-03 11:00:00,0 days 21:30:00,2,1.9789512957234079
123054.SZ,2021-11-15 10:45:00,2021-11-15 10:45:00,0 days 00:00:00,2,11.019169769686933
123054.SZ,2021-11-16 11:00:00,2021-11-16 13:15:00,0 days 02:15:00,3,5.602607847916152
123054.SZ,2021-11-17 09:45:00,2021-11-17 10:00:00,0 days 00:15:00,3,3.519055935076265
123054.SZ,2021-11-18 11:00:00,2021-11-19 09:45:00,0 days 22:45:00,2,3.8666666666666627
123054.SZ,2021-11-24 10:15:00,2021-11-24 11:15:00,0 days 01:00:00,2,3.0237508925770706
123054.SZ,2021-11-25 10:00:00,2021-11-25 10:30:00,0 days 00:30:00,2,4.964317341251245
123054.SZ,2021-11-26 10:00:00,2021-11-26 11:30:00,0 days 01:30:00,2,3.552278820375343
123067.SZ,2021-09-29 11:15:00,2021-09-30 14:00:00,1 days 02:45:00,6,14.948551708387804
123067.SZ,2021-10-12 09:45:00,2021-10-12 09:45:00,0 days 00:00:00,2,9.155893536121674
123067.SZ,2021-10-13 09:45:00,2021-10-13 10:45:00,0 days 01:00:00,4,7.026859504132221
123067.SZ,2021-10-15 09:45:00,2021-10-15 10:00:00,0 days 00:15:00,2,4.500898048646862
123067.SZ,2021-10-19 13:45:00,2021-10-19 13:45:00,0 days 00:00:00,2,2.4497769786660406
123067.SZ,2021-10-19 14:30:00,2021-10-19 14:45:00,0 days 00:15:00,2,1.0776829815895894
123067.SZ,2021-10-21 14:00:00,2021-10-21 15:00:00,0 days 01:00:00,2,2.793533649622204
123067.SZ,2021-11-16 15:00:00,2021-11-19 13:30:00,2 days 22:30:00,3,6.483730820958056
123067.SZ,2021-11-30 14:15:00,2021-12-01 14:15:00,1 days 00:00:00,4,7.844893452901025
123074.SZ,2021-08-03 15:00:00,2021-08-04 09:45:00,0 days 18:45:00,2,10.413471865648916
123074.SZ,2021-08-05 10:30:00,2021-08-05 14:45:00,0 days 04:15:00,2,3.193625262343658
123074.SZ,2021-08-09 10:00:00,2021-08-09 14:15:00,0 days 04:15:00,2,5.232851985559561
123074.SZ,2021-08-18 14:00:00,2021-08-20 11:00:00,1 days 21:00:00,3,5.7555621673443635
123074.SZ,2021-09-02 09:45:00,2021-09-06 11:15:00,4 days 01:30:00,2,4.94437333858424
123074.SZ,2021-09-13 10:15:00,2021-09-14 10:15:00,1 days 00:00:00,2,3.4259857789269654
123074.SZ,2021-09-29 11:15:00,2021-09-30 09:45:00,0 days 22:30:00,6,18.91900294577138
123074.SZ,2021-10-21 11:30:00,2021-10-26 11:15:00,4 days 23:45:00,5,10.35019455252919
123074.SZ,2021-10-26 11:30:00,2021-10-26 11:30:00,0 days 00:00:00,3,7.123613986331279
123074.SZ,2021-10-26 13:15:00,2021-10-26 13:15:00,0 days 00:00:00,3,7.857546636517787
123074.SZ,2021-10-27 10:00:00,2021-10-27 10:00:00,0 days 00:00:00,2,7.624822089382288
123074.SZ,2021-10-27 14:00:00,2021-10-27 15:00:00,0 days 01:00:00,4,8.542068079640352
123074.SZ,2021-10-29 09:45:00,2021-10-29 10:00:00,0 days 00:15:00,3,11.72248803827749
123074.SZ,2021-10-29 10:15:00,2021-10-29 10:15:00,0 days 00:00:00,2,8.398192720752217
123074.SZ,2021-10-29 10:30:00,2021-10-29 10:30:00,0 days 00:00:00,2,8.484693130218247
123074.SZ,2021-10-29 13:30:00,2021-10-29 13:45:00,0 days 00:15:00,2,4.63254866844125
123074.SZ,2021-11-02 10:00:00,2021-11-02 10:00:00,0 days 00:00:00,2,6.68205424120023
123074.SZ,2021-11-02 10:15:00,2021-11-02 10:30:00,0 days 00:15:00,2,3.6187712791472926
123074.SZ,2021-11-03 10:00:00,2021-11-03 10:30:00,0 days 00:30:00,2,3.8890970400899283
123074.SZ,2021-11-03 13:30:00,2021-11-03 14:15:00,0 days 00:45:00,2,3.041791063859711
123074.SZ,2021-11-05 10:30:00,2021-11-05 10:30:00,0 days 00:00:00,2,7.402543380080817
123074.SZ,2021-11-05 10:45:00,2021-11-05 10:45:00,0 days 00:00:00,2,1.9317296624850266
123074.SZ,2021-11-05 11:00:00,2021-11-05 11:00:00,0 days 00:00:00,2,7.325235855861045
123074.SZ,2021-11-08 10:00:00,2021-11-08 11:00:00,0 days 01:00:00,2,13.834711998178651
123074.SZ,2021-11-22 09:45:00,2021-11-24 10:00:00,2 days 00:15:00,3,10.127605194414691
123074.SZ,2021-11-24 10:45:00,2021-11-24 10:45:00,0 days 00:00:00,2,4.2860417144166885
123074.SZ,2021-11-25 10:00:00,2021-11-25 10:45:00,0 days 00:45:00,2,5.37313432835822
123074.SZ,2021-11-29 14:45:00,2021-12-01 09:45:00,1 days 19:00:00,4,11.076828139463135
123077.SZ,2021-11-26 14:45:00,2021-11-30 10:45:00,3 days 20:00:00,2,3.024773668327585
123081.SZ,2021-11-18 13:15:00,2021-11-18 13:45:00,0 days 00:30:00,3,4.741937552093356
123081.SZ,2021-11-19 10:30:00,2021-11-19 10:45:00,0 days 00:15:00,3,2.8472491909385056
123081.SZ,2021-11-19 11:15:00,2021-11-19 11:30:00,0 days 00:15:00,2,1.474264470226272
123081.SZ,2021-11-22 10:00:00,2021-11-22 10:00:00,0 days 00:00:00,2,2.5573322857566083
123081.SZ,2021-11-22 14:15:00,2021-11-22 14:30:00,0 days 00:15:00,2,1.5046625572941341
123081.SZ,2021-11-23 10:30:00,2021-11-23 11:00:00,0 days 00:30:00,3,1.8049023986548507
123081.SZ,2021-11-24 09:45:00,2021-11-24 10:00:00,0 days 00:15:00,2,1.5901530272787623
123081.SZ,2021-11-30 09:45:00,2021-11-30 09:45:00,0 days 00:00:00,2,3.7980707395498525
123081.SZ,2021-12-01 10:15:00,2021-12-01 10:45:00,0 days 00:30:00,2,2.260824244273274
123081.SZ,2021-12-02 09:45:00,2021-12-02 09:45:00,0 days 00:00:00,2,4.15338287005762
123081.SZ,2021-12-02 13:45:00,2021-12-02 14:00:00,0 days 00:15:00,3,1.9962889500287906
123083.SZ,2021-11-26 13:30:00,2021-11-26 14:45:00,0 days 01:15:00,2,3.503949833048292
123085.SZ,2021-11-19 10:45:00,2021-11-22 11:15:00,3 days 00:30:00,3,4.910044234037048
123085.SZ,2021-11-23 10:15:00,2021-11-23 11:15:00,0 days 01:00:00,2,4.4765547527978455
123085.SZ,2021-11-26 10:00:00,2021-11-26 10:15:00,0 days 00:15:00,2,3.625024990165149
123085.SZ,2021-11-26 11:00:00,2021-11-26 11:15:00,0 days 00:15:00,2,1.2732224991648833
123085.SZ,2021-11-29 09:45:00,2021-11-29 10:00:00,0 days 00:15:00,2,3.5846666666666804
123086.SZ,2021-11-25 14:30:00,2021-11-26 09:45:00,0 days 19:15:00,2,10.696368971434932
123086.SZ,2021-11-29 10:00:00,2021-11-30 09:45:00,0 days 23:45:00,2,6.7288284713716395
123087.SZ,2021-10-18 10:15:00,2021-11-02 09:45:00,14 days 23:30:00,6,16.46447140381282
123087.SZ,2021-11-02 14:00:00,2021-11-03 09:45:00,0 days 19:45:00,2,4.724010821243785
123087.SZ,2021-11-15 09:45:00,2021-11-15 10:15:00,0 days 00:30:00,2,5.0532701982835215
123087.SZ,2021-11-19 09:45:00,2021-11-22 10:30:00,3 days 00:45:00,2,4.462528387585163
123088.SZ,2021-11-19 09:45:00,2021-11-22 10:45:00,3 days 01:00:00,2,6.201619433198369
123089.SZ,2021-09-29 14:45:00,2021-09-30 09:45:00,0 days 19:00:00,4,9.812658227848093
123089.SZ,2021-09-30 11:00:00,2021-09-30 13:15:00,0 days 02:15:00,2,2.697058823529419
123089.SZ,2021-10-08 11:15:00,2021-10-08 15:00:00,0 days 03:45:00,3,4.4675674276544175
123089.SZ,2021-10-11 10:00:00,2021-10-11 11:15:00,0 days 01:15:00,3,3.363266422014477
123089.SZ,2021-10-12 11:30:00,2021-10-12 14:45:00,0 days 03:15:00,2,3.254670979046037
123089.SZ,2021-10-13 11:15:00,2021-10-13 14:30:00,0 days 03:15:00,2,3.2249370667064126
123089.SZ,2021-10-28 10:45:00,2021-10-28 11:00:00,0 days 00:15:00,2,2.4965122626822156
123089.SZ,2021-10-28 15:00:00,2021-10-29 09:45:00,0 days 18:45:00,2,3.5994390484599847
123089.SZ,2021-10-29 10:45:00,2021-10-29 13:45:00,0 days 03:00:00,2,2.5191856746962227
123089.SZ,2021-11-03 10:15:00,2021-11-04 09:45:00,0 days 23:30:00,3,3.7444933920704804
123089.SZ,2021-11-08 09:45:00,2021-11-08 10:00:00,0 days 00:15:00,2,2.06580927926332
123089.SZ,2021-11-09 09:45:00,2021-11-09 09:45:00,0 days 00:00:00,2,9.82994652406417
123089.SZ,2021-11-10 10:15:00,2021-11-11 10:00:00,0 days 23:45:00,2,3.1843783209351884
123089.SZ,2021-11-19 10:15:00,2021-11-19 13:15:00,0 days 03:00:00,2,2.037521881037785
123089.SZ,2021-11-26 13:30:00,2021-11-26 14:30:00,0 days 01:00:00,2,4.424304177615701
123097.SZ,2021-11-29 09:45:00,2021-11-30 10:00:00,1 days 00:15:00,3,6.21345029239766
123097.SZ,2021-12-02 10:00:00,2021-12-02 10:15:00,0 days 00:15:00,2,2.3470839260313126
123100.SZ,2021-07-20 09:45:00,2021-07-22 09:45:00,2 days 00:00:00,5,9.733028222730745
123100.SZ,2021-07-26 13:30:00,2021-07-26 14:00:00,0 days 00:30:00,2,3.9786769682359724
123100.SZ,2021-07-28 10:00:00,2021-07-28 10:30:00,0 days 00:30:00,2,3.065996882037081
123100.SZ,2021-08-13 09:45:00,2021-08-13 10:00:00,0 days 00:15:00,2,1.7297261542531972
123100.SZ,2021-08-20 13:30:00,2021-08-23 10:30:00,2 days 21:00:00,3,4.872575377163568
123100.SZ,2021-09-02 09:45:00,2021-09-07 13:15:00,5 days 03:30:00,4,5.566371329810482
123100.SZ,2021-09-22 10:30:00,2021-09-23 09:45:00,0 days 23:15:00,2,3.130007138891089
123100.SZ,2021-10-15 09:45:00,2021-10-15 10:00:00,0 days 00:15:00,2,2.8463471877756996
123100.SZ,2021-11-26 10:00:00,2021-11-29 11:15:00,3 days 01:15:00,3,5.918958031837929
123100.SZ,2021-11-30 14:15:00,2021-12-01 10:00:00,0 days 19:45:00,2,3.1417597765363237
123111.SZ,2021-09-16 13:15:00,2021-09-17 09:45:00,0 days 20:30:00,3,2.9224999999999834
123111.SZ,2021-09-23 11:15:00,2021-09-23 13:15:00,0 days 02:00:00,2,0.8885597926693745
123111.SZ,2021-09-27 13:15:00,2021-09-27 14:15:00,0 days 01:00:00,2,1.1912619833412075
123111.SZ,2021-09-27 14:45:00,2021-09-27 15:00:00,0 days 00:15:00,2,1.573271141233623
123111.SZ,2021-09-29 11:15:00,2021-09-29 13:45:00,0 days 02:30:00,3,2.2888829502939467
123111.SZ,2021-10-13 10:15:00,2021-10-13 14:00:00,0 days 03:45:00,4,4.042958206665315
123111.SZ,2021-10-25 10:45:00,2021-10-25 14:30:00,0 days 03:45:00,2,2.2772277227722793
123111.SZ,2021-10-29 09:45:00,2021-10-29 10:30:00,0 days 00:45:00,2,2.0412903975144614
123111.SZ,2021-11-08 09:45:00,2021-11-08 10:00:00,0 days 00:15:00,2,2.386545466925405
123111.SZ,2021-11-24 13:30:00,2021-11-24 13:45:00,0 days 00:15:00,2,1.1908512381072267
123114.SZ,2021-09-01 11:00:00,2021-09-02 10:45:00,0 days 23:45:00,3,5.645161290322576
123114.SZ,2021-09-03 11:15:00,2021-09-03 13:45:00,0 days 02:30:00,2,1.705630026809657
123114.SZ,2021-09-09 09:45:00,2021-09-09 10:15:00,0 days 00:30:00,2,3.220751601981142
123114.SZ,2021-09-14 15:00:00,2021-09-15 11:00:00,0 days 20:00:00,2,2.3063583815029043
123114.SZ,2021-09-15 14:45:00,2021-09-15 15:00:00,0 days 00:15:00,2,1.3007010008509345
123114.SZ,2021-09-17 13:45:00,2021-09-17 14:15:00,0 days 00:30:00,4,4.825537269961555
123114.SZ,2021-09-23 11:15:00,2021-09-23 11:15:00,0 days 00:00:00,2,2.848610153916842
123114.SZ,2021-09-23 14:15:00,2021-09-23 14:30:00,0 days 00:15:00,2,1.87254727334365
123114.SZ,2021-09-27 10:30:00,2021-09-27 14:15:00,0 days 03:45:00,4,3.942021803766105
123114.SZ,2021-09-29 14:45:00,2021-09-30 09:45:00,0 days 19:00:00,3,4.491210632617837
123114.SZ,2021-10-11 09:45:00,2021-10-11 09:45:00,0 days 00:00:00,2,5.7379778051787955
123114.SZ,2021-10-11 10:00:00,2021-10-11 10:00:00,0 days 00:00:00,2,9.874852420306945
123114.SZ,2021-10-13 10:15:00,2021-10-13 14:15:00,0 days 04:00:00,5,9.195322961388207
123114.SZ,2021-10-27 09:45:00,2021-10-27 09:45:00,0 days 00:00:00,2,8.156077539587914
123114.SZ,2021-10-27 10:00:00,2021-10-27 10:15:00,0 days 00:15:00,3,4.865714285714273
123114.SZ,2021-10-28 09:45:00,2021-10-28 10:00:00,0 days 00:15:00,2,5.263157894736836
123114.SZ,2021-10-29 09:45:00,2021-10-29 10:00:00,0 days 00:15:00,2,3.4175334323922835
123114.SZ,2021-11-02 09:45:00,2021-11-02 09:45:00,0 days 00:00:00,2,5.217391304347818
123114.SZ,2021-11-02 10:00:00,2021-11-02 10:00:00,0 days 00:00:00,2,4.5665193595905595
123114.SZ,2021-11-02 10:15:00,2021-11-02 10:15:00,0 days 00:00:00,2,3.556485355648542
123114.SZ,2021-11-02 10:30:00,2021-11-02 10:30:00,0 days 00:00:00,2,3.890364823027359
123114.SZ,2021-11-02 14:00:00,2021-11-02 14:15:00,0 days 00:15:00,2,2.306803852796868
123114.SZ,2021-11-03 09:45:00,2021-11-03 10:00:00,0 days 00:15:00,3,4.373294770913239
123114.SZ,2021-11-08 09:45:00,2021-11-08 10:00:00,0 days 00:15:00,2,3.2994054670087536
123114.SZ,2021-11-10 11:00:00,2021-11-10 11:30:00,0 days 00:30:00,2,1.4985240586505189
123114.SZ,2021-11-15 09:45:00,2021-11-15 09:45:00,0 days 00:00:00,2,5.206189131255745
123114.SZ,2021-11-15 10:00:00,2021-11-15 10:00:00,0 days 00:00:00,2,2.128118862967465
123114.SZ,2021-11-15 11:30:00,2021-11-15 13:45:00,0 days 02:15:00,2,2.101875461587799
123114.SZ,2021-11-17 10:15:00,2021-11-17 10:45:00,0 days 00:30:00,2,2.449431818181824
123114.SZ,2021-11-25 13:15:00,2021-11-26 10:45:00,0 days 21:30:00,4,5.038533054226946
123114.SZ,2021-11-30 10:15:00,2021-11-30 10:15:00,0 days 00:00:00,3,6.031453548165944
123120.SZ,2021-11-29 09:45:00,2021-11-30 09:45:00,1 days 00:00:00,2,4.3562340418655365
127011.SZ,2021-12-02 09:45:00,2021-12-02 10:00:00,0 days 00:15:00,2,5.464225576936177
127029.SZ,2021-05-10 09:45:00,2021-05-10 10:00:00,0 days 00:15:00,2,5.969230086384325
127029.SZ,2021-05-13 15:00:00,2021-05-14 10:30:00,0 days 19:30:00,5,11.261800612518712
127029.SZ,2021-05-17 10:00:00,2021-05-18 09:45:00,0 days 23:45:00,4,7.818372250631511
127029.SZ,2021-05-18 10:00:00,2021-05-18 10:15:00,0 days 00:15:00,2,2.822783295440967
127029.SZ,2021-05-20 09:45:00,2021-05-20 10:45:00,0 days 01:00:00,3,6.638655462184873
127029.SZ,2021-05-20 14:30:00,2021-05-20 15:00:00,0 days 00:30:00,2,2.7187376999837864
127029.SZ,2021-05-25 10:15:00,2021-05-26 11:15:00,1 days 01:00:00,4,5.097689657664595
127029.SZ,2021-05-27 14:30:00,2021-05-28 09:45:00,0 days 19:15:00,2,3.6131774707757636
127029.SZ,2021-05-28 10:30:00,2021-05-28 11:00:00,0 days 00:30:00,2,0.8861798147931088
127029.SZ,2021-06-01 10:45:00,2021-06-01 11:00:00,0 days 00:15:00,2,2.39520958083832
127029.SZ,2021-06-02 10:15:00,2021-06-02 13:30:00,0 days 03:15:00,2,1.7936275942706636
127029.SZ,2021-06-08 11:15:00,2021-06-08 13:45:00,0 days 02:30:00,4,4.370031444270128
